B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"3850772","4","88","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CENTREVILLE, Virginia, United States",12953,"0772",-77.41667,"","21769","","4","3600","American Kestrel","144322031",06/15/1987,"15","06","1987","N",11.5,"3900772","88","","9","E","B#30290; C#3488",10,"US","000",08/25/1988,"08","1988","0","","1","","66","390",39.08333,"",,"0772",-77.41667,"","","07","","","51","23","01",12/26/1987,"26","12","1987",1,.5,"144322031","","N"
"3850772","4","88","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CENTREVILLE, Virginia, United States",12953,"0772",-77.41667,"","21769","","5","3600","American Kestrel","144322034",06/05/1988,"05","06","1988","",0,"3850772","88","","9","E","B#30692; C#2389",10,"US","000",06/10/1989,"06","1989","0","","1","","33","385",38.91667,"",,"0772",-77.41667,"","","07","","","51","23","02",05/14/1989,"14","05","1989",1,.92,"144322034","","Y"
"3850772","4","88","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CENTREVILLE, Virginia, United States",12953,"0772",-77.41667,"","21769","","4","3600","American Kestrel","144322037",06/05/1988,"05","06","1988","",0,"3850772","88","","","","B#97079; C#1197",10,"US","000",03/20/1997,"03","1997","0","","1","","66","385",38.91667,"",,"0772",-77.41667,"","","07","","","51","23","01",02/05/1995,"05","02","1995",7,6.67,"144322037","","Y"
"3850772","4","88","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CENTREVILLE, Virginia, United States",12953,"0772",-77.41667,"","21769","","5","3600","American Kestrel","144322047",05/22/1990,"22","05","1990","S",11.5,"3840772","88","","9","E","B#31625; C#1791",10,"US","000",04/29/1991,"04","1991","0","","1","","66","384",38.75,"",,"0772",-77.41667,"","","07","","","51","23","00",01/12/1991,"12","01","1991",1,.67,"144322047","","N"
"4500930","2","50","3B","0","11","3","",10,"0","00","2","","","","450",45.08333,"11 N OF ST PAUL, Ramsey County Minnesota, United States",26018,"0930",-93.08333,"","09268","","4","3600","American Kestrel","144326182",08/13/1987,"13","08","1987","SSW",760.2,"3430972","67","","9","E","B#30621; C#1889",10,"US","000",05/06/1989,"05","1989","0","","3","","00","343",34.58333,"",,"0972",-97.41667,"","","05","","","40","21","01",02/05/1989,"05","02","1989",2,1.67,"144326182","","N"
"4110725","1","18","3B","0","11","3","",10,"0","00","1","","","","411",41.25,"W HAVEN, Connecticut, United States",17045,"0725",-72.91667,"","08703","","4","3600","American Kestrel","144333482",09/22/1985,"22","09","1985","NE",407.7,"4550675","44","","9","E","B#32114; C#2292",10,"US","000",06/02/1992,"06","1992","0","","1","","00","455",45.91667,"",,"0675",-67.91667,"","","05","","","23","21","01",,"58","02","1992",99,,"144333482","","N"
"3900772","1","88","3B","0","11","3","",10,"0","00","1","","","","390",39.08333,"6 SE OF LEESBURG, Virginia, United States",45182,"0772",-77.41667,"","21156","","4","3600","American Kestrel","144368254",01/21/1987,"21","01","1987","",0,"3900772","88","","9","E","B#30290; C#3488",10,"US","000",08/25/1988,"08","1988","0","","1","","66","390",39.08333,"",,"0772",-77.41667,"","","07","","","51","23","01",03/22/1987,"22","03","1987",0,.75,"144368254","","Y"
"3850745","2","59","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",39593,"0745",-74.91667,"","21156","","4","3600","American Kestrel","144368288",10/03/1988,"03","10","1988","NNW",24.7,"3910750","59","","9","E","B#30547; C#1189",10,"US","000",03/18/1989,"03","1989","0","","1","","14","391",39.25,"",,"0750",-75.08333,"","","05","","","34","21","01",10/15/1988,"15","10","1988",1,.33,"144368288","","N"
"4220952","4","36","3B","0","11","3","",10,"0","00","2","","","","422",42.41667,"IDA GROVE, Iowa, United States",38253,"0952",-95.41667,"","21809","","4","3600","American Kestrel","144339157",06/03/1991,"03","06","1991","",0,"4220952","36","","9","E","B#32018; C#1092",10,"US","000",03/10/1992,"03","1992","0","","2","","12","422",42.41667,"",,"0952",-95.41667,"","","03","","","19","21","01",01/29/1992,"29","01","1992",1,.58,"144339157","","Y"
"4210945","1","36","3B","0","11","3","",10,"0","00","2","","","","421",42.25,"ULMER, Sac County Iowa, United States",37156,"0945",-94.91667,"","21809","","4","3600","American Kestrel","144339199",04/16/1992,"16","04","1992","S",783.3,"3100972","83","","9","E","B#33111; C#1594",10,"US","000",04/15/1994,"04","1994","0","","3","","13","310",31.08333,"",,"0972",-97.41667,"","","03","","","48","22","01",,"65","03","1994",99,,"144339199","","N"
"4250850","0","49","3B","0","11","3","",10,"0","00","2","","","","425",42.91667,"IONIA, Michigan, United States",24674,"0850",-85.08333,"","09372","","4","3600","American Kestrel","144339308",12/10/1987,"10","12","1987","",0,"4250850","49","","9","E","B#32538; C#1293",10,"US","000",03/25/1993,"03","1993","0","","2","","13","425",42.91667,"",,"0850",-85.08333,"","","06","","","26","21","01",02/13/1993,"13","02","1993",6,5.67,"144339308","","Y"
"3910771","5","46","3B","0","11","3","",10,"0","00","1","","","","391",39.25,"CLARKSBURG, Maryland, United States",59537,"0771",-77.25,"","21156","","4","3600","American Kestrel","144368402",01/13/1990,"13","01","1990","S",11.5,"3900771","46","","9","E","B#32925; C#0494",10,"US","000",01/28/1994,"01","1994","0","","1","","45","390",39.08333,"",,"0771",-77.25,"","","05","","","24","21","01",05/12/1993,"12","05","1993",3,3.92,"144368402","","N"
"4150791","1","72","3B","0","11","3","",10,"0","33","1","","","","415",41.91667,"CHANDLERS VALLEY, Pennsylvania, United States",52092,"0791",-79.25,"","06744","","5","3600","American Kestrel","144307567",06/03/1995,"03","06","1995","SSW",380.5,"3650821","88","","","","B#35498; C#2096",10,"US","000",05/19/1996,"05","1996","0","","1","","00","365",36.91667,"",,"0821",-82.25,"","","05","","","51","21","01",01/17/1996,"17","01","1996",1,1.58,"144307567","","N"
"3321173","4","14","3B","0","11","3","",10,"0","00","4","","","","332",33.41667,"SAN ONOFRE, California, United States",33484,"1173",-117.58333,"","21549","","4","3600","American Kestrel","144385080",05/07/1989,"07","05","1989","E",9.6,"3321172","14","","9","E","B#31745; C#4291",10,"US","000",10/21/1991,"10","1991","0","","4","","00","332",33.41667,"",,"1172",-117.41667,"","","04","","","06","22","01",,"99","06","1991",2,2.08,"144385080","","N"
"4420893","4","91","3B","0","11","3","",10,"0","00","2","","","","442",44.41667,"PLOVER, Wisconsin, United States",2529,"0893",-89.58333,"","05460","","5","3600","American Kestrel","144385316",06/15/1987,"15","06","1987","",0,"4420893","91","","9","E","B#31253; C#3790",10,"US","000",09/16/1990,"09","1990","0","","2","","66","442",44.41667,"",,"0893",-89.58333,"","","07","","","55","23","01",04/29/1990,"29","04","1990",3,2.83,"144385316","","Y"
"4410893","1","91","3B","0","11","3","",10,"0","08","2","","","","441",44.25,"BANCROFT, Wisconsin, United States",5587,"0893",-89.58333,"","05460","","4","3600","American Kestrel","144385318",05/22/1988,"22","05","1988","",0,"4410893","91","","9","E","B#31254; C#3790",10,"US","000",09/16/1990,"09","1990","0","","2","","66","441",44.25,"",,"0893",-89.58333,"","","07","","","55","23","01",05/17/1990,"17","05","1990",2,2.92,"144385318","","Y"
"3830902","2","52","3B","0","11","4","",10,"0","00","2","","","","383",38.58333,"CLAYTON, Missouri, United States",3264,"0902",-90.41667,"","21110","","5","3600","American Kestrel","144398525",06/23/1986,"23","06","1986","W",9,"3830903","52","","9","E","B#30430; C#0189",10,"US","000",01/07/1989,"01","1989","0","","2","","00","383",38.58333,"",,"0903",-90.58333,"","","05","","","29","21","01",,"99","94","1987",2,1.25,"144398525","","N"
"3830902","2","52","3B","0","11","4","",10,"0","00","2","","","","383",38.58333,"CLAYTON, Missouri, United States",3264,"0902",-90.41667,"","21110","","4","3600","American Kestrel","144398527",06/23/1986,"23","06","1986","N",46.9,"3910901","34","","9","E","B#30268; C#2988",10,"US","000",07/21/1988,"07","1988","0","","2","","00","391",39.25,"",,"0901",-90.25,"","","03","","","17","21","01",05/29/1988,"29","05","1988",2,1.92,"144398527","","N"
"3931194","1","55","3B","0","11","3","",10,"0","00","4","","","","393",39.58333,"SPARKS, Nevada, United States",25294,"1194",-119.75,"","08533","","4","3600","American Kestrel","144300803",02/18/2001,"18","02","2001","",0,"3931194","55","","","","B#04060; C#0904",10,"US","000",02/29/2004,"02","2004","0","","4","","03","393",39.58333,"",,"1194",-119.75,"","","10","","","32","21","07",02/27/2004,"27","02","2004",3,3.67,"144300803","","Y"
"3821214","0","14","3B","0","11","3","Mod. per 20431_201610031454BM v3.01;",10,"0","00","4","","","","382",38.41667,"Dixon(DIXON), Solano County California, United States (Bandit ID: 25918)",299004,"1214",-121.75,"","20431","","5","3600","American Kestrel","144310341",12/11/1988,"11","12","1988","",0,"3821214","14","","9","E","B#30725; C#2989",10,"US","000",07/22/1989,"07","1989","0","","4","","21","382",38.41667,"",,"1214",-121.75,"","","05","","","06","21","01",05/07/1989,"07","05","1989",1,.92,"144310341","","Y"
"2920823","4","25","3B","0","11","3","",10,"0","34","1","","","","292",29.41667,"BRONSON, Levy County Florida, United States",37703,"0823",-82.58333,"","21378","","4","3600","American Kestrel","144313501",05/28/1993,"28","05","1993","",0,"2920823","25","","","","B#34343; C#4194",10,"US","000",10/14/1994,"10","1994","0","","1","","03","292",29.41667,"",,"0823",-82.58333,"","","04","","","12","21","01",10/03/1994,"03","10","1994",2,1.42,"144313501","","Y"
"4250850","0","49","3B","0","11","3","",10,"0","00","2","","","","425",42.91667,"IONIA, Michigan, United States",24674,"0850",-85.08333,"","09372","","5","3600","American Kestrel","144339320",12/18/1987,"18","12","1987","",0,"4250850","49","","9","E","B#30197; C#2088",10,"US","000",05/19/1988,"05","1988","0","","2","","00","425",42.91667,"",,"0850",-85.08333,"","","04","","","26","22","01",02/05/1988,"05","02","1988",1,.67,"144339320","","Y"
"3850745","2","59","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, Cape May County New Jersey, United States",57866,"0745",-74.91667,"","20673","","4","3600","American Kestrel","144381652",09/30/1997,"30","09","1997","NE",646,"4450651","65","","","","B#98191; C#2998",10,"CA","000",07/10/1998,"07","1998","0","","6","","03","445",44.91667,"",,"0651",-65.25,"","","13","","","07","22","06",05/02/1998,"02","05","1998",1,.92,"144381652","","N"
"3341171","1","14","3B","0","11","3","",10,"0","00","4","","","","334",33.75,"ELSINORE, California, United States",28553,"1171",-117.25,"","21549","","4","3600","American Kestrel","144323597",12/30/1983,"30","12","1983","E",19.1,"3341165","14","","9","E","B#29074; C#1486",10,"US","000",04/08/1986,"04","1986","0","","4","","00","334",33.75,"",,"1165",-116.91667,"","","05","","","06","22","01",01/05/1986,"05","01","1986",3,3.58,"144323597","","N"
"4321162","1","33","3B","0","11","3","",10,"0","00","4","","","","432",43.41667,"11 S OF MERIDIAN, Idaho, United States",3974,"1162",-116.41667,"","21751","","5","3600","American Kestrel","144328854",01/22/1988,"22","01","1988","N",11.5,"4331162","33","","9","E","B#30702; C#2489",10,"US","000",06/17/1989,"06","1989","0","","4","","33","433",43.58333,"",,"1162",-116.41667,"","","07","","","16","22","01",05/18/1989,"18","05","1989",1,1.92,"144328854","","N"
"4331164","0","33","3B","0","11","3","",10,"0","00","4","","","","433",43.58333,"CALDWELL, Idaho, United States",5356,"1164",-116.75,"","21751","","4","3600","American Kestrel","144328858",11/28/1988,"28","11","1988","E",8.3,"4331163","33","","9","E","B#30631; C#1989",10,"US","000",05/13/1989,"05","1989","0","","4","","00","433",43.58333,"",,"1163",-116.58333,"","","05","","","16","22","01",01/12/1989,"12","01","1989",1,.58,"144328858","","N"
"4131120","1","85","3B","0","11","3","",10,"0","00","4","","","","413",41.58333,"CORINNE, Utah, United States",41056,"1120",-112.08333,"","21384","","5","3600","American Kestrel","144389350",01/22/1995,"22","01","1995","",0,"4131120","85","","","","B#34891; C#3295",10,"US","000",08/12/1995,"08","1995","0","","4","","66","413",41.58333,"",,"1120",-112.08333,"","","07","","","49","23","00",05/16/1995,"16","05","1995",0,.92,"144389350","","Y"
"4011095","5","85","3B","0","11","3","",10,"0","00","4","","","","401",40.25,"FT DUCHESNE, Utah, United States",16356,"1095",-109.91667,"","21384","","5","3600","American Kestrel","144389356",02/04/1995,"04","02","1995","",0,"4011095","85","","","","B#34755; C#1695",10,"US","000",04/22/1995,"04","1995","0","","4","","45","401",40.25,"",,"1095",-109.91667,"","","03","","","49","22","01",02/22/1995,"22","02","1995",0,.67,"144389356","","Y"
"4130831","2","66","3B","0","11","3","",10,"0","00","2","","","","413",41.58333,"ROCKY RIDGE, Ottawa County Ohio, United States",53620,"0831",-83.25,"","20929","","4","3600","American Kestrel","144336382",12/08/1998,"08","12","1998","",0,"4130831","66","","","","B#99084; C#3299",10,"US","000",03/25/1999,"03","1999","0","","2","","13","413",41.58333,"",,"0831",-83.25,"","","05","","","39","22","01",01/25/1999,"25","01","1999",1,.58,"144336382","","Y"
"4130830","2","66","3B","0","11","3","",10,"0","00","2","","","","413",41.58333,"LACARNE, Ottawa County Ohio, United States",33585,"0830",-83.08333,"","20929","","5","3600","American Kestrel","144336392",12/04/2000,"04","12","2000","",0,"4130830","66","","","","B#01022; C#1001",10,"US","000",01/22/2001,"01","2001","0","","2","","00","413",41.58333,"",,"0830",-83.08333,"","","05","","","39","21","07",01/09/2001,"09","01","2001",1,.58,"144336392","","Y"
"4130831","2","66","3B","0","11","3","",10,"0","00","2","","","","413",41.58333,"ROCKY RIDGE, Ottawa County Ohio, United States",53620,"0831",-83.25,"","20929","","5","3600","American Kestrel","144336394",12/04/2000,"04","12","2000","ESE",26.1,"4120824","66","","Y","E","B#05283C#4005; LTR 03/06;",7,"US","043",10/10/2005,"10","2005","0","","2","","03","412",41.40005,"",,"0824",-82.80852,"","Castalia","10","","AM KESTREL","39","21","06",09/08/2005,"08","09","2005",6,5.25,"144336394","","N"
"4130830","1","66","3B","0","11","3","",10,"0","00","2","","","","413",41.58333,"LACARNE, Ottawa County Ohio, United States",33585,"0830",-83.08333,"","20929","","5","3600","American Kestrel","144336399",01/03/2001,"03","01","2001","E",8.6,"4130825","66","","","","B#01107; C#1601",10,"US","000",04/17/2001,"04","2001","0","","2","","00","413",41.58333,"",,"0825",-82.91667,"","","05","","","39","21","07",04/13/2001,"13","04","2001",0,.83,"144336399","","N"
"3351173","1","14","3B","0","11","3","",10,"0","00","4","","","","335",33.91667,"11 S OF CORONA, California, United States",47423,"1173",-117.58333,"","21549","","5","3600","American Kestrel","144385053",02/08/1989,"08","02","1989","N",11.5,"3401173","14","","9","E","B#30730; C#3189",10,"US","000",08/05/1989,"08","1989","0","","4","","00","340",34.08333,"",,"1173",-117.58333,"","","03","","","06","22","01",03/13/1989,"13","03","1989",0,.75,"144385053","","N"
"3351174","1","14","3B","0","11","3","",10,"0","00","4","","","","335",33.91667,"11 S OF POMONA, California, United States",17212,"1174",-117.75,"","21549","","4","3600","American Kestrel","144385055",02/08/1989,"08","02","1989","W",9.5,"3351175","14","","9","E","B#30744; C#3889",10,"US","000",09/23/1989,"09","1989","0","","4","","45","335",33.91667,"",,"1175",-117.91667,"","","03","","","06","21","01",02/21/1989,"21","02","1989",0,.67,"144385055","","N"
"3341175","1","14","3B","0","11","3","",10,"0","00","4","","","","334",33.75,"SANTA ANA, California, United States",57850,"1175",-117.91667,"","21549","","4","3600","American Kestrel","144385060",11/26/1989,"26","11","1989","E",9.6,"3341174","14","","9","E","B#30968; C#1290",10,"US","000",03/25/1990,"03","1990","0","","4","","13","334",33.75,"",,"1174",-117.75,"","","03","","","06","21","01",12/11/1989,"11","12","1989",1,1.5,"144385060","","N"
"4801194","4","89","3B","0","11","3","",10,"0","00","4","","","","480",48.08333,"BREWSTER, Washington, United States",23748,"1194",-119.75,"","21689","","0","3600","American Kestrel","144363347",06/21/1989,"21","06","1989","SE",2231.2,"2020985","48","","","","B#31499 Save MX state from lon.; C#0691",12,"MX","000",02/11/1991,"02","1991","0","","7","","56","202",20.47963,"HIDALGO, MEXICO",,"0985",-98.88393,"","","00","","","13","21","01",,"72","01","1990",99,,"144363347","","N"
"4141114","1","85","3B","0","11","3","",10,"0","69","4","","","","414",41.75,"RIVER HTS, Utah, United States",48620,"1114",-111.75,"","20275","","4","3600","American Kestrel","144301638",01/22/1984,"22","01","1984","NW",14.4,"4151115","85","","9","E","B#28043; C#3184",10,"US","000",08/04/1984,"08","1984","0","","4","","00","415",41.91667,"",,"1115",-111.91667,"","","03","","","49","21","01",06/15/1984,"15","06","1984",0,1,"144301638","","N"
"4141115","1","85","3B","0","11","3","",10,"0","69","4","","","","414",41.75,"LOGAN, Utah, United States",114781,"1115",-111.91667,"","20275","","5","3600","American Kestrel","144301644",02/09/1984,"09","02","1984","",0,"4141115","85","","9","E","B#31558; C#1291",10,"US","000",03/25/1991,"03","1991","0","","4","","28","414",41.75,"",,"1115",-111.91667,"","","07","","","49","21","01",02/15/1991,"15","02","1991",7,7.67,"144301644","","Y"
"4141115","1","85","3B","0","11","3","",10,"0","69","4","","","","414",41.75,"LOGAN, Utah, United States",114781,"1115",-111.91667,"","20275","","5","3600","American Kestrel","144301648",02/23/1984,"23","02","1984","W",17.2,"4141121","85","","9","E","B#31150; C#2290",10,"US","000",06/03/1990,"06","1990","0","","4","","28","414",41.75,"",,"1121",-112.25,"","","08","","","49","21","01",12/02/1989,"02","12","1989",6,6.5,"144301648","","N"
"4050751","4","72","3B","0","11","3","",10,"0","00","1","","","","405",40.91667,"STROUDSBURG, Northampton County Pennsylvania, United States",32937,"0751",-75.25,"","21640","","4","3600","American Kestrel","144310426",06/18/1983,"18","06","1983","S",103.9,"3920750","59","","9","E","B#28076; C#3584",10,"US","000",09/01/1984,"09","1984","0","","1","","00","392",39.41667,"",,"0750",-75.08333,"","","05","","","34","21","01",04/08/1984,"08","04","1984",1,.83,"144310426","","N"
"3850745","2","59","3B","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, Cape May County New Jersey, United States",57866,"0745",-74.91667,"","20673","","5","3600","American Kestrel","144381694",10/03/2000,"03","10","2000","NNE",183.6,"4110731","18","","","","B#03108; C#1603",10,"US","000",04/18/2003,"04","2003","0","","1","","66","411",41.25,"",,"0731",-73.25,"","","07","","","09","22","01",04/10/2003,"10","04","2003",3,2.83,"144381694","","N"
"4701203","1","89","3B","0","11","3","",10,"0","00","4","","","","470",47.08333,"ELLENSBURG, Washington, United States",42833,"1203",-120.58333,"","21029","","5","3600","American Kestrel","144364264",06/11/1988,"11","06","1988","SSE",1695.6,"2441074","48","","","","B#35516; C#2296",10,"MX","000",06/02/1996,"06","1996","0","","7","","03","244",24.75,"",,"1074",-107.75,"","","05","","","25","21","01",,"80","01","1996",99,,"144364264","","N"
"4100832","2","66","3B","0","11","3","",10,"0","00","2","","","","410",41.08333,"ALVADA, Ohio, United States",2051,"0832",-83.41667,"","21846","","5","3600","American Kestrel","144373146",12/28/1986,"28","12","1986","",0,"4100832","66","","9","E","B#29812; C#2887",10,"US","000",07/15/1987,"07","1987","0","","2","","00","410",41.08333,"",,"0832",-83.41667,"","","05","","","39","21","01",03/15/1987,"15","03","1987",1,.75,"144373146","","Y"
"4031050","1","17","3B","0","11","3","",10,"0","00","3","","","","403",40.58333,"FT COLLINS, Colorado, United States",10106,"1050",-105.08333,"","21701","","4","3600","American Kestrel","144320870",06/15/1986,"15","06","1986","",0,"4031050","17","","9","E","B#31627; C#1891",10,"US","000",05/06/1991,"05","1991","0","","3","","00","403",40.58333,"",,"1050",-105.08333,"","","05","","","08","21","01",03/25/1991,"25","03","1991",5,5.75,"144320870","","Y"
"4111120","1","85","3B","0","11","3","",10,"0","00","4","","","","411",41.25,"WARREN, Utah, United States",39724,"1120",-112.08333,"","21384","","4","3600","American Kestrel","144371399",11/29/1997,"29","11","1997","SE",14.4,"4101115","85","","","","B#98155; C#1899",10,"US","000",06/04/1998,"06","1998","0","","4","","66","410",41.08333,"",,"1115",-111.91667,"","","07","","","49","22","01",04/23/1998,"23","04","1998",1,1.83,"144371399","","N"
"4030760","4","72","3B","0","11","3","",10,"0","00","1","","","","403",40.58333,"AUBURN, Pennsylvania, United States",29320,"0760",-76.08333,"","09492","","5","3600","American Kestrel","144324677",06/18/1991,"18","06","1991","E",17.5,"4030754","72","","9","E","B#32586; C#1593",10,"US","000",04/15/1993,"04","1993","0","","1","","66","403",40.58333,"",,"0754",-75.75,"","","07","","","42","23","01",01/22/1993,"22","01","1993",2,1.58,"144324677","","N"
"3751220","2","14","3B","0","11","7","",10,"0","00","4","","","","375",37.91667,"WALNUT CREEK, California, United States",32554,"1220",-122.08333,"","22403","","5","3600","American Kestrel","144324822",07/03/1999,"03","07","1999","N",11.5,"3801220","14","","","","B#00188; C#2900",10,"US","000",07/06/2000,"07","2000","0","","4","","03","380",38.08333,"",,"1220",-122.08333,"","","03","","","06","20","01",06/22/2000,"22","06","2000",1,1,"144324822","","N"
"3731215","2","14","3B","0","11","7","",10,"0","00","4","","","","373",37.58333,"NILES, California, United States",6141,"1215",-121.91667,"","22403","","4","3600","American Kestrel","144324851",08/15/1999,"15","08","1999","W",9.1,"3731220","14","","","","B#02078; C#1102",10,"US","000",03/19/2002,"03","2002","0","","4","","45","373",37.58333,"",,"1220",-122.08333,"","","04","","","06","21","06",03/18/2002,"18","03","2002",3,2.75,"144324851","","N"
"4310785","5","61","3B","0","11","3","",10,"0","00","1","","","","431",43.25,"RANSOMVILLE, New York, United States",21340,"0785",-78.91667,"","20693","","4","3600","American Kestrel","144397374",01/27/2001,"27","01","2001","E",8.4,"4310784","61","","","","B#02133; C#2002",10,"US","000",05/13/2002,"05","2002","0","","1","","03","431",43.25,"",,"0784",-78.75,"","","10","","","36","20","06",05/06/2002,"06","05","2002",1,1.92,"144397374","","N"
"4541222","2","89","3B","0","11","4","",10,"0","00","4","","","","454",45.75,"11 N OF CAMAS, Washington, United States",142,"1222",-122.41667,"","21074","","4","3600","American Kestrel","144338011",07/14/1996,"14","07","1996","W",8,"4541223","89","","","","B#03170; C#2405",10,"US","000",06/19/2003,"06","2003","0","","4","","00","454",45.75,"",,"1223",-122.58333,"","","04","","","53","21","07",04/18/2003,"18","04","2003",7,6.83,"144338011","","N"
"4021222","2","14","3B","0","11","4","Applied ISC 20431_201610031454BM v3.01",10,"0","00","4","","","","402",40.41667,"Olinda(OLINDA), Orange County California, United States (Bandit ID: 42854)",299087,"1222",-122.41667,"","20431","","4","3600","American Kestrel","144338209",08/28/1985,"28","08","1985","E",8.8,"4021221","14","","9","E","B#28767; C#4285",10,"US","000",10/21/1985,"10","1985","0","","4","","00","402",40.41667,"",,"1221",-122.25,"","","05","","","06","22","01",09/08/1985,"08","09","1985",1,.25,"144338209","","N"
"4310774","1","61","3B","0","11","3","",10,"0","00","1","","","","431",43.25,"W GREECE, New York, United States",34407,"0774",-77.75,"","08703","","4","3600","American Kestrel","144398054",03/23/1988,"23","03","1988","NE",227.9,"4510740","76","","9","E","B#30733; C#3389",10,"CA","000",08/19/1989,"08","1989","0","","6","","00","451",45.25,"",,"0740",-74.08333,"","","05","","","10","21","01",,"99","05","1989",1,1.92,"144398054","","N"
"4010745","2","59","3B","0","11","7","",10,"0","00","1","","","","401",40.25,"Moore, New Jersey, United States",10232,"0745",-74.91667,"","21928","","5","3600","American Kestrel","144357401",08/29/1985,"29","08","1985","N",11.5,"4020745","72","","9","E","B#31956; C#0692",10,"US","000",02/11/1992,"02","1992","0","","1","","14","402",40.41667,"",,"0745",-74.91667,"","","05","","","42","21","01",,"99","04","1987",2,1.83,"144357401","","N"
"3840773","4","88","3B","0","11","3","",10,"0","33","1","","","","384",38.75,"GREENWICH, Prince William County Virginia, United States",21641,"0773",-77.58333,"","21777","","5","3600","American Kestrel","144322338",05/30/2000,"30","05","2000","ENE",42.6,"3900765","46","","","","B#01186; C#2701",10,"US","000",07/05/2001,"07","2001","0","","1","","33","390",39.08333,"",,"0765",-76.91667,"","","07","","","24","22","02",05/10/2001,"10","05","2001",1,1,"144322338","","N"
"4510922","1","91","3B","0","11","3","",10,"0","00","2","","","","451",45.25,"DERONDA, Wisconsin, United States",42997,"0922",-92.41667,"","09268","","4","3600","American Kestrel","144326253",02/08/1991,"08","02","1991","SW",28.2,"4450924","91","","9","E","B#32075; C#1692",10,"US","000",04/21/1992,"04","1992","0","","2","","45","445",44.91667,"",,"0924",-92.75,"","","03","","","55","21","01",04/08/1992,"08","04","1992",1,1.83,"144326253","","N"
"4110725","2","18","3B","0","11","3","",10,"0","00","1","","","","411",41.25,"W HAVEN, Connecticut, United States",17045,"0725",-72.91667,"","08703","","4","3600","American Kestrel","144333591",10/08/1987,"08","10","1987","SSW",1162.2,"2600814","25","","9","E","B#30150; C#1688",10,"US","000",04/21/1988,"04","1988","0","","1","","00","260",26.08333,"",,"0814",-81.75,"","","05","","","12","20","01",01/16/1988,"16","01","1988",1,.58,"144333591","","N"
"4030735","2","61","3B","0","11","3","",10,"0","00","1","","","","403",40.58333,"CONEY ISLAND, New York, United States",40587,"0735",-73.91667,"","20813","","4","3600","American Kestrel","144362728",09/22/1988,"22","09","1988","SSW",417.1,"3500770","63","","9","E","B#30524; C#0989",10,"US","000",03/04/1989,"03","1989","0","","1","","28","350",35.08333,"",,"0770",-77.08333,"","","04","","","37","22","01",11/21/1988,"21","11","1988",1,.42,"144362728","","N"
"3900772","5","46","3B","0","11","3","",10,"0","00","1","","","","390",39.08333,"Poolesville, Maryland, United States",8832,"0772",-77.41667,"","21777","","4","3600","American Kestrel","144323061",02/18/1984,"18","02","1984","",0,"3900772","46","","9","E","B#28107; C#4284",10,"US","000",10/20/1984,"10","1984","0","","1","","00","390",39.08333,"",,"0772",-77.41667,"","","05","","","24","23","01",07/08/1984,"08","07","1984",0,1.08,"144323061","","Y"
