B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"4230811","0","68","3","0","11","3","",10,"0","00","6","","","","423",42.58333,"11 S OF FINGAL, Ontario, Canada",131797,"0811",-81.25,"","10170","","4","3600","American Kestrel","082370772",09/30/1969,"30","09","1969","S",804.3,"3100833","27","","9","E","B#07160; create date from C#0671",10,"US","000",06/30/1971,"06","1971","0","","1","","20","310",31.08333,"",,"0833",-83.58333,"","","07","","","13","21","01",03/11/1971,"11","03","1971",2,1.75,"082370772","","N"
"4210705","1","47","3","0","11","3","",10,"0","00","1","","","","421",42.25,"HINGHAM, Massachusetts, United States",41467,"0705",-70.91667,"","05495","","4","3600","American Kestrel","082372748",02/03/1967,"03","02","1967","",0,"4210705","47","","9","E","B#02825; create date from C#0767",10,"US","000",09/12/1967,"09","1967","0","","1","","00","421",42.25,"",,"0705",-70.91667,"","","05","","","25","21","01",,"99","02","1967",0,.67,"082372748","","Y"
"4440901","4","91","3","0","11","3","",10,"0","00","2","","","","444",44.75,"SPENCER, Wisconsin, United States",9430,"0901",-90.25,"","09181","","4","3600","American Kestrel","082399012",06/28/1982,"28","06","1982","S",698.5,"3440921","07","","9","E","B#27831; C#1084",10,"US","000",03/10/1984,"03","1984","0","","2","","13","344",34.75,"",,"0921",-92.25,"","","09","","","05","22","01",01/09/1984,"09","01","1984",2,1.58,"082399012","","N"
"4440901","1","91","3","0","11","3","",10,"0","00","2","","","","444",44.75,"SPENCER, Wisconsin, United States",9430,"0901",-90.25,"","09181","","4","3600","American Kestrel","082399050",04/14/1985,"14","04","1985","S",116.3,"4300895","91","","9","E","B#31733; C#4091",10,"US","000",10/07/1991,"10","1991","0","","2","","00","430",43.08333,"",,"0895",-89.91667,"","","05","","","55","22","00",08/26/1991,"26","08","1991",7,7.17,"082399050","","N"
"4440901","1","91","3","0","11","3","",10,"0","00","2","","","","444",44.75,"SPENCER, Wisconsin, United States",9430,"0901",-90.25,"","09181","","4","3600","American Kestrel","082399083",04/20/1986,"20","04","1986","NE",39.9,"4500893","91","","9","E","B#29345; C#3686",10,"US","000",09/09/1986,"09","1986","0","","2","","14","450",45.08333,"",,"0893",-89.58333,"","","05","","","55","22","01",,"63","06","1986",99,,"082399083","","N"
"4240810","2","68","3A","0","11","3","",10,"0","00","6","","","","424",42.75,"SPARTA, Ontario, Canada",53700,"0810",-81.08333,"","10305","","5","3600","American Kestrel","083317719",10/07/1975,"07","10","1975","NNE",82.3,"4350804","68","","9","E","B#20676; create date from C#0476",10,"CA","000",04/22/1976,"04","1976","0","","6","","21","435",43.91667,"",,"0804",-80.75,"","","05","","","08","21","01",11/15/1975,"15","11","1975",1,.42,"083317719","","N"
"4240810","2","68","3A","0","11","3","",10,"0","00","6","","","","424",42.75,"SPARTA, Ontario, Canada",53700,"0810",-81.08333,"","10305","","5","3600","American Kestrel","083317721",10/17/1975,"17","10","1975","SSW",627.8,"3420854","02","","9","E","B#20660; create date from C#0476",10,"US","000",04/22/1976,"04","1976","0","","2","","00","342",34.41667,"",,"0854",-85.75,"","","03","","","01","21","01",01/18/1976,"18","01","1976",1,.58,"083317721","","N"
"4310801","1","68","3A","0","11","3","",10,"0","00","6","","","","431",43.25,"ST GEORGE, Ontario, Canada",131065,"0801",-80.25,"","10305","","5","3600","American Kestrel","083314376",01/04/1975,"04","01","1975","",0,"4310801","68","","9","E","B#27994; C#2284",10,"CA","000",06/02/1984,"06","1984","0","","6","","04","431",43.25,"",,"0801",-80.25,"","","11","","","08","23","01",03/01/1984,"01","03","1984",9,9.75,"083314376","","Y"
"4240813","1","68","3A","0","11","3","",10,"0","00","6","","","","424",42.75,"APPIN, Ontario, Canada",45985,"0813",-81.58333,"","10305","","5","3600","American Kestrel","083314398",04/06/1975,"06","04","1975","",0,"4240813","68","","9","E","B#21025; create date from C#1176",10,"CA","000",11/04/1976,"11","1976","0","","6","","45","424",42.75,"",,"0813",-81.58333,"","","05","","","08","21","01",09/07/1976,"07","09","1976",2,2.25,"083314398","","Y"
"5201063","4","79","3A","0","11","3","",10,"0","00","6","","","","520",52.08333,"SASKATOON, Saskatchewan, Canada",2675,"1063",-106.58333,"","00460","","4","3600","American Kestrel","083320710",07/27/1978,"27","07","1978","W",134.6,"5211094","79","","9","E","B#23368; C#0879",10,"CA","000",08/12/1979,"08","1979","0","","6","","21","521",52.25,"",,"1094",-109.75,"","","06","","","11","21","01",,"42","05","1979",1,.92,"083320710","","N"
"5141034","1","79","3A","0","11","3","",10,"0","00","6","","","","514",51.75,"LESLIE STA, Saskatchewan, Canada",132509,"1034",-103.75,"","00460","","4","3600","American Kestrel","083320773",04/19/1981,"19","04","1981","SSE",1687.7,"2740973","83","","9","E","B#27961; C#1984",10,"US","000",05/12/1984,"05","1984","0","","3","","00","274",27.75,"",,"0973",-97.58333,"","","05","","","48","22","01",03/25/1984,"25","03","1984",3,3.75,"083320773","","N"
"4240810","2","68","3A","0","11","3","",10,"0","00","6","","","","424",42.75,"SPARTA, Ontario, Canada",53700,"0810",-81.08333,"","10305","","5","3600","American Kestrel","083314642",09/09/1975,"09","09","1975","NNE",73.5,"4340803","68","","9","E","B#22648; create date from C#1178",10,"CA","000",11/30/1978,"11","1978","0","","6","","21","434",43.75,"",,"0803",-80.58333,"","","05","","","08","21","01",,"70","04","1978",99,,"083314642","","N"
"3850745","2","59","3A","0","18","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",18893,"0745",-74.91667,"","07380","","5","3600","American Kestrel","083384155",09/06/1976,"06","09","1976","NE",277,"4150712","47","","9","E","B#21771; create date from C#0777",10,"US","000",07/31/1977,"07","1977","0","","1","","00","415",41.91667,"",,"0712",-71.41667,"","","05","","","25","21","01",05/30/1977,"30","05","1977",1,.92,"083384155","","N"
"3850745","2","59","3A","0","18","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",18893,"0745",-74.91667,"","07380","","5","3600","American Kestrel","083384180",10/10/1976,"10","10","1976","SSW",951.3,"2630821","25","","9","E","B#21153; create date from C#0177",10,"US","000",01/31/1977,"01","1977","0","","1","","00","263",26.58333,"",,"0821",-82.25,"","","05","","","12","21","01",10/26/1976,"26","10","1976",1,.33,"083384180","","N"
"4050743","4","59","2","0","11","3","",10,"0","00","1","","","","405",40.91667,"WHARTON, New Jersey, United States",27996,"0743",-74.58333,"","21593","","4","3600","American Kestrel","090298903",06/11/1986,"11","06","1986","",0,"4050743","59","","9","E","B#29912; C#4887",10,"US","000",12/02/1987,"12","1987","0","","1","","45","405",40.91667,"",,"0743",-74.58333,"","","05","","","34","23","01",02/07/1987,"07","02","1987",1,.67,"090298903","","Y"
"4030751","4","72","3A","0","11","3","",10,"0","00","1","","","","403",40.58333,"CARPENTERVILLE, Pennsylvania, United States",27913,"0751",-75.25,"","09484","","5","3600","American Kestrel","097397709",06/19/1973,"19","06","1973","ESE",20.9,"4020745","72","","9","E","B#09546; create date from C#0974",10,"US","000",09/30/1974,"09","1974","0","","1","","50","402",40.41667,"",,"0745",-74.91667,"","","05","","","42","21","01",08/05/1974,"05","08","1974",99,,"097397709","","N"
"3930762","2","46","3","0","11","7","",10,"0","00","1","","","","393",39.58333,"GARRETTSVILLE, Maryland, United States",94928,"0762",-76.41667,"","20160","","4","3600","American Kestrel","098330916",07/01/1972,"01","07","1972","",0,"3930762","46","","9","E","B#08126; create date from C#1172",10,"US","000",11/30/1972,"11","1972","0","","1","","28","393",39.58333,"",,"0762",-76.41667,"","","06","","","24","21","02",07/10/1972,"10","07","1972",0,.08,"098330916","","Y"
"3850745","2","59","3","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",140122,"0745",-74.91667,"","20229","","4","3600","American Kestrel","098341514",09/11/1979,"11","09","1979","SSW",290.4,"3500770","63","","9","E","B#29084; C#1586",10,"US","000",04/15/1986,"04","1986","0","","1","","21","350",35.08333,"",,"0770",-77.08333,"","","03","","","37","21","01",,"99","01","1986",7,6.58,"098341514","","N"
"4230714","0","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"FITCHBURG, Massachusetts, United States",49890,"0714",-71.75,"","09897","","4","3600","American Kestrel","098320682",10/13/1980,"13","10","1980","SSW",1111.4,"2830813","25","","9","E","B#25074; C#0981; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"US","000",12/31/1981,"12","1981","0","","1","","45","283",28.58333,"",,"0813",-81.58333,"","","05","","","12","21","01",,"43","01","1981",1,.58,"098320682","","N"
"4030751","4","72","3","0","11","3","",10,"0","00","1","","","","403",40.58333,"CARPENTERVILLE, Pennsylvania, United States",27913,"0751",-75.25,"","09484","","4","3600","American Kestrel","098326568",06/03/1974,"03","06","1974","E",70.8,"4040735","61","","9","E","B#21623; create date from C#0477",10,"US","000",04/30/1977,"04","1977","0","","1","","00","404",40.75,"",,"0735",-73.91667,"","","05","","","36","21","01",02/15/1977,"15","02","1977",3,2.67,"098326568","","N"
"4210710","1","47","3","0","11","3","",10,"0","00","1","","","","421",42.25,"PONKAPOG, Massachusetts, United States",36156,"0710",-71.08333,"","09897","","5","3600","American Kestrel","098320731",01/30/1981,"30","01","1981","",0,"4210710","47","","9","E","B#27388; C#2583",10,"US","000",06/24/1983,"06","1983","0","","1","","00","421",42.25,"",,"0710",-71.08333,"","","03","","","25","21","01",03/05/1983,"05","03","1983",2,2.75,"098320731","","Y"
"4020735","1","59","3","0","11","3","",10,"0","00","1","","","","402",40.41667,"HIGHLANDS, New Jersey, United States",38149,"0735",-73.91667,"","20307","","5","3600","American Kestrel","098349748",04/05/1990,"05","04","1990","ENE",173.8,"4140710","47","","","","B#34313; C#3894",10,"US","000",09/23/1994,"09","1994","0","","1","","03","414",41.75,"",,"0710",-71.08333,"","","10","","","25","21","01",09/16/1994,"16","09","1994",5,5.25,"098349748","","N"
"4020735","1","59","3","0","11","3","",10,"0","00","1","","","","402",40.41667,"HIGHLANDS, New Jersey, United States",38149,"0735",-73.91667,"","20307","","5","3600","American Kestrel","098349767",04/16/1990,"16","04","1990","ENE",194.5,"4150704","47","","9","E","B#31239; C#3390",10,"US","000",08/19/1990,"08","1990","0","","1","","66","415",41.91667,"",,"0704",-70.75,"","","07","","","25","23","01",06/17/1990,"17","06","1990",0,1,"098349767","","N"
"4230714","1","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"FITCHBURG, Massachusetts, United States",49890,"0714",-71.75,"","09897","","5","3600","American Kestrel","098320623",08/09/1980,"09","08","1980","SSE",73.6,"4130711","77","","9","E","B#25084; C#0981; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"US","000",12/31/1981,"12","1981","0","","1","","00","413",41.58333,"",,"0711",-71.25,"","","03","","","44","21","01",06/13/1981,"13","06","1981",1,2,"098320623","","N"
"4230714","0","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"FITCHBURG, Massachusetts, United States",49890,"0714",-71.75,"","09897","","4","3600","American Kestrel","098320645",08/31/1980,"31","08","1980","SW",166.4,"4050740","59","","9","E","B#24915; C#0681; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"US","000",12/31/1981,"12","1981","0","","1","","03","405",40.91667,"",,"0740",-74.08333,"","","03","","","34","20","01",12/10/1980,"10","12","1980",1,.5,"098320645","","N"
"4210710","2","47","3","0","11","4","",10,"0","00","1","","","","421",42.25,"PONKAPOG, Massachusetts, United States",36156,"0710",-71.08333,"","09897","","5","3600","American Kestrel","098320780",07/28/1981,"28","07","1981","NNE",24.5,"4230705","47","","9","E","B#25160; C#1781; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"US","000",12/31/1981,"12","1981","0","","1","","45","423",42.58333,"",,"0705",-70.91667,"","","05","","","25","21","01",09/17/1981,"17","09","1981",1,.25,"098320780","","N"
"4230705","1","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"DANVERS, Massachusetts, United States",51710,"0705",-70.91667,"","09897","","5","3600","American Kestrel","098320802",03/21/1981,"21","03","1981","",0,"4230705","47","","9","E","B#25577; C#1782; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"US","000",12/31/1982,"12","1982","0","","1","","00","423",42.58333,"",,"0705",-70.91667,"","","05","","","25","21","01",01/24/1982,"24","01","1982",1,1.58,"098320802","","Y"
"4230714","2","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"FITCHBURG, Massachusetts, United States",49890,"0714",-71.75,"","09897","","4","3600","American Kestrel","098320813",07/19/1981,"19","07","1981","SE",68.8,"4150704","47","","9","E","B#25829; C#2482; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"US","000",12/31/1982,"12","1982","0","","1","","00","415",41.91667,"",,"0704",-70.75,"","","05","","","25","21","01",04/10/1982,"10","04","1982",1,.83,"098320813","","N"
"4120831","1","66","3","0","11","3","",10,"0","00","2","","","","412",41.41667,"LINDSEY, Ohio, United States",105129,"0831",-83.25,"","06712","","4","3600","American Kestrel","098335421",02/15/1971,"15","02","1971","NE",14.4,"4130830","66","","9","E","B#07945; create date from C#0472",10,"US","000",04/30/1972,"04","1972","0","","2","","66","413",41.58333,"",,"0830",-83.08333,"","","07","","","39","23","00",02/22/1972,"22","02","1972",1,1.67,"098335421","","N"
"3840754","0","46","3","0","11","3","",10,"0","00","1","","","","384",38.75,"Federalsburg, Caroline County Maryland, United States",71205,"0754",-75.75,"","08972","","4","3600","American Kestrel","098321045",12/09/1967,"09","12","1967","",0,"3840754","46","","9","E","B#06401; create date from C#0870",10,"US","000",08/31/1970,"08","1970","0","","1","","45","384",38.75,"",,"0754",-75.75,"","","03","","","24","23","01",08/10/1970,"10","08","1970",4,3.17,"098321045","","Y"
"2600971","1","83","3","0","11","3","",10,"0","00","3","","","","260",26.08333,"PORT ISABEL, Cameron County Texas, United States",55443,"0971",-97.25,"","09289","","4","3600","American Kestrel","098327407",11/06/2003,"06","11","2003","N",1728.1,"5031035","79","","","","B#05231; C#5105",10,"CA","000",08/19/2005,"08","2005","0","","6","","14","503",50.58333,"",,"1035",-103.91667,"","","05","","","11","21","01",,"57","07","2005",99,,"098327407","","N"
"4110722","0","18","3","0","11","3","",10,"0","00","1","","","","411",41.25,"OLD SAYBROOK, Connecticut, United States",58045,"0722",-72.41667,"","08491","","4","3600","American Kestrel","100321261",09/29/1981,"29","09","1981","NE",625.4,"4820643","76","","9","E","B#25930; C#3082; Create Date = 12/31 because we could not calculate accurate create date from cycle processed.",10,"CA","000",12/31/1982,"12","1982","0","","6","","00","482",48.41667,"",,"0643",-64.58333,"","","05","","","10","21","01",04/29/1982,"29","04","1982",1,.83,"100321261","","N"
"2500802","1","25","3","0","11","3","",10,"0","00","1","","","","250",25.08333,"KEY LARGO, Florida, United States",90094,"0802",-80.41667,"","09753","","4","3600","American Kestrel","100328906",12/21/1969,"21","12","1969","",0,"2500802","25","","9","E","B#09195; create date from C#0474",10,"US","000",04/30/1974,"04","1974","0","","1","","45","250",25.08333,"",,"0802",-80.41667,"","","05","","","12","21","01",12/22/1973,"22","12","1973",5,5.5,"100328906","","Y"
"2520802","2","25","3","0","11","3","",10,"0","00","1","","","","252",25.41667,"HOMESTEAD, Florida, United States",91522,"0802",-80.41667,"","09753","","4","3600","American Kestrel","100328921",10/11/1970,"11","10","1970","NNE",25.2,"2540801","25","","9","E","B#07175; create date from C#0771",10,"US","000",07/31/1971,"07","1971","0","","1","","00","254",25.75,"",,"0801",-80.25,"","","05","","","12","21","01",03/11/1971,"11","03","1971",1,.75,"100328921","","N"
"2530802","2","25","3","0","11","3","",10,"0","00","1","","","","253",25.58333,"PERRINE, Florida, United States",94097,"0802",-80.41667,"","09753","","4","3600","American Kestrel","100328923",11/08/1970,"08","11","1970","N",1459.6,"4620755","76","","9","E","B#08090; create date from C#0672",10,"CA","000",06/30/1972,"06","1972","0","","6","","00","462",46.41667,"",,"0755",-75.91667,"","","05","","","10","21","01",05/10/1972,"10","05","1972",2,1.92,"100328923","","N"
"2440812","1","25","3","0","11","3","",10,"0","00","1","","","","244",24.75,"20 W OF MARATHON, Florida, United States",99677,"0812",-81.41667,"","09753","","4","3600","American Kestrel","100328937",02/06/1971,"06","02","1971","S",11.5,"2430812","25","","9","E","B#07552; create date from C#0272",10,"US","000",02/29/1972,"02","1972","0","","1","","00","243",24.58333,"",,"0812",-81.41667,"","","05","","","12","21","01",10/30/1971,"30","10","1971",1,1.33,"100328937","","N"
"3850745","2","59","3","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",5547,"0745",-74.91667,"","09289","","4","3600","American Kestrel","100305596",09/23/1969,"23","09","1969","N",105.1,"4020743","59","","9","E","B#06317; create date from C#0770",10,"US","000",07/31/1970,"07","1970","0","","1","","13","402",40.41667,"",,"0743",-74.58333,"","","05","","","34","21","01",04/09/1970,"09","04","1970",1,.83,"100305596","","N"
"4110722","2","18","3","0","11","3","",10,"0","00","1","","","","411",41.25,"OLD SAYBROOK, Connecticut, United States",58045,"0722",-72.41667,"","08491","","4","3600","American Kestrel","100321372",11/11/1983,"11","11","1983","N",46.8,"4150723","18","","9","E","B#28112; C#4384",10,"US","000",10/27/1984,"10","1984","0","","1","","00","415",41.91667,"",,"0723",-72.58333,"","","05","","","09","22","01",07/26/1984,"26","07","1984",1,1.08,"100321372","","N"
"2530802","0","25","3","0","11","3","",10,"0","00","1","","","","253",25.58333,"PERRINE, Florida, United States",94097,"0802",-80.41667,"","09753","","4","3600","American Kestrel","100328983",11/24/1972,"24","11","1972","NNE",1243.4,"4130702","47","","9","E","B#08816; create date from C#0673",10,"US","000",06/30/1973,"06","1973","0","","1","","14","413",41.58333,"",,"0702",-70.41667,"","","04","","","25","23","01",05/04/1973,"04","05","1973",1,.92,"100328983","","N"
